region_id;0_ID;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;20_Area(nm^2)
36;VSM20_A1_AM1_036;;0;0;1;3;0;0;3;1;0;0;0;0;1;0;0;0;NI;r;3,9833E+10
37;VSM20_A1_AM1_037;;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;NI;h,r;3,6593E+11
38;VSM20_A1_AM1_038;;1;1;1;0;0;0;2;0;0;0;0;1;0;0;0;0;NI;h;1,9721E+11
39;VSM20_A1_AM1_039;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NI;x;1,2076E+11
40;VSM20_A1_AM1_040;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NI;x;2,6805E+10
41;VSM20_A1_AM1_041;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NI;r;1,8148E+11
42;VSM20_A1_AM1_042;;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;NI;r;1,0241E+11
43;VSM20_A1_AM1_043;;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;NI;a;2,3826E+10
44;VSM20_A1_AM1_044;;1;0;1;4;0;1;0;1;0;0;0;0;0;0;0;0;NI;r;7,2107E+10
45;VSM20_A1_AM1_045;;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;l,u;1,8276E+11
46;VSM20_A1_AM1_046;;1;0;1;5;0;0;0;0;0;0;0;0;0;0;1;0;Dinophysis_sp;x;1,4923E+11
47;VSM20_A1_AM1_047;;1;1;1;3;0;0;0;0;0;0;0;1;0;0;0;1;NI;v;2,9535E+11
48;VSM20_A1_AM1_048;;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;NI;x;9,7898E+10
49;VSM20_A1_AM1_049;;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;NI;x;1,7638E+11
50;VSM20_A1_AM1_050;;1;0;1;3;0;0;0;0;0;0;0;1;0;0;0;0;NI;m;1,4869E+11
51;VSM20_A1_AM1_051;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;NI;x;4,6787E+10
52;VSM20_A1_AM1_052;;1;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;NI;r,v;2,8815E+11
53;VSM20_A1_AM1_053;;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;NI;r;9,4932E+10
54;VSM20_A1_AM1_054;;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;NI;h,p;2,8324E+11
55;VSM20_A1_AM1_055;;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;NI;x;2,1490E+11
56;VSM20_A1_AM1_056;;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;NI;x;2,0801E+11
57;VSM20_A1_AM1_057;;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;NI;x;7,9676E+10
58;VSM20_A1_AM1_058;;1;1;0;0;0;0;8;1;0;0;0;0;0;0;0;0;NI;x;6,6893E+10
59;VSM20_A1_AM1_059;;1;1;1;0;1;0;3;0;0;1;0;1;0;0;0;0;NI;v;1,8186E+11
60;VSM20_A1_AM1_060;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NI;x;9,9044E+10
61;VSM20_A1_AM1_061;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;Oxytoxum_sp;h;3,3746E+10
62;VSM20_A1_AM1_062;;0;1;1;6;0;0;9;0;1;1;0;0;0;0;0;0;NI;r;2,3007E+11
63;VSM20_A1_AM1_063;;0;0;1;2;0;0;3;0;0;0;1;0;0;0;0;0;NI;x;1,6847E+11
64;VSM20_A1_AM1_064;;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;NI;x;9,2372E+10
65;VSM20_A1_AM1_065;;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;NI;r;3,1712E+11
66;VSM20_A1_AM1_066;;0;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a,b,r;1,9923E+11
67;VSM20_A1_AM1_067;;0;;1;6;0;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0,0000E+00
68;VSM20_A1_AM1_068;;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;Oxytoxum_sp;j;3,8262E+10
69;VSM20_A1_AM1_069;;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;NI;h,n,r;1,6087E+11
70;VSM20_A1_AM1_070;;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;NI;h;3,0544E+11
71;VSM20_A1_AM1_071;;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;NI;g;2,4475E+11
72;VSM20_A1_AM1_072;;1;1;1;0;0;0;43;1;0;0;0;0;0;0;0;0;NI;r;6,2605E+11
73;VSM20_A1_AM1_073;;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;NI;h,r;4,0923E+11
74;VSM20_A1_AM1_074;;1;1;1;0;1;0;17;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;b;2,3081E+11
75;VSM20_A1_AM1_075;;1;1;0;0;0;0;15;0;0;0;0;1;0;0;0;0;Protoperidinium_sp;r;8,4289E+11
76;VSM20_A1_AM1_076;;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;Triadinium_sphaericum_sp;d,e,f,r;5,8446E+11
77;VSM20_A1_AM1_077;;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;NI;p,r;5,1870E+11
78;VSM20_A1_AM1_078;;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;b;1,6921E+11
79;VSM20_A1_AM1_079;;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NI;r;2,8398E+11
80;VSM20_A1_AM1_080;;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;NI;g,h,r;8,3554E+11
81;VSM20_A1_AM1_081;;0;1;1;3;1;0;0;0;0;0;0;1;0;0;0;1;NI;h,r;8,8973E+11
82;VSM20_A1_AM1_082;;1;1;0;0;0;0;6;0;0;0;0;0;1;1;0;0;NI;p,r;5,7061E+11
83;VSM20_A1_AM1_083;;1;1;1;6;0;0;0;0;0;0;0;1;0;0;0;1;NI;g,r;8,4058E+11
84;VSM20_A1_AM1_084;;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;1,5485E+11
85;VSM20_A1_AM1_085;;1;1;1;1;1;0;14;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;6,1796E+11
86;VSM20_A1_AM1_086;;0;1;0;0;0;0;5;0;0;0;1;1;1;0;0;0;NI;x;2,2490E+11
87;VSM20_A1_AM1_087;;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum_sp;d,e,o,r,s;3,9453E+11
88;VSM20_A1_AM1_088;;1;0;1;2;0;1;0;1;0;0;1;0;0;0;0;0;Paleophalacroma_sp;i,r,w;3,1623E+11
89;VSM20_A1_AM1_089;;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;a;2,9129E+11
90;VSM20_A1_AM1_090;;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;NI;x;4,7501E+11
91;VSM20_A1_AM1_091;;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;Triadinium_sphaericum_sp;e,r;3,1602E+11
92;VSM20_A1_AM1_092;;0;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;NI;g,r;4,8380E+11
93;VSM20_A1_AM1_093;;1;1;1;4;0;0;0;1;0;0;1;0;0;0;0;0;Paleophalacroma_sp;i;2,0122E+11
94;VSM20_A1_AM1_094;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;Triadinium_sphaericum_sp;d,r;4,1877E+11
95;VSM20_A1_AM1_095;;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;NI;g,r;4,0789E+11
96;VSM20_A1_AM1_096;;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NI;x;2,1504E+11
97;VSM20_A1_AM1_097;;0;1;1;0;0;1;23;0;0;0;0;1;0;0;0;0;NI;a,r;1,6471E+11
98;VSM20_A1_AM1_098;;1;1;1;0;0;0;4;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum_sp;d,e,o,r;2,7991E+11
99;VSM20_A1_AM1_099;;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;Protoperidinium_sp;p;7,0369E+11
100;VSM20_A1_AM1_100;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;x;3,5845E+11
101;VSM20_A1_AM1_101;;0;1;1;0;0;1;7;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;4,5230E+11
102;VSM20_A1_AM1_102;;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;NI;g,h;3,8512E+11
103;VSM20_A1_AM1_103;;0;1;1;8;0;0;0;0;0;0;0;1;0;0;0;0;NI;x;9,3107E+10
104;VSM20_A1_AM1_104;;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Paleophalacroma_sp;i,w;1,0339E+11
105;VSM20_A1_AM1_105;;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;NI;x;5,0846E+10
106;VSM20_A1_AM1_106;;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;NI;x;2,5063E+11
107;VSM20_A1_AM1_107;;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;h,r;7,2575E+10
108;VSM20_A1_AM1_108;;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum;r;4,4011E+11
109;VSM20_A1_AM1_109;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NI;p,r;9,8299E+10
110;VSM20_A1_AM1_110;;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;NI;x;1,0532E+11
111;VSM20_A1_AM1_111;;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;NI;r;3,6959E+11
112;VSM20_A1_AM1_112;;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;Prorocentrum_sp;a;6,7347E+10
113;VSM20_A3_AM2_001;;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum_sp;r;1,4395E+11
114;VSM20_A3_AM2_002;;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Corythodinium_sp;j;2,8994E+11
115;VSM20_A3_AM2_003;;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;NI;r;6,9493E+10
116;VSM20_A3_AM2_004;;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;NI;x;7,0067E+10
117;VSM20_A3_AM2_005;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;p;7,3307E+10
118;VSM20_A3_AM2_006;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;NI;p;1,1802E+11
119;VSM20_A3_AM2_007;;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;NI;m;3,8934E+11
120;VSM20_A3_AM2_008;;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;NI;x;1,4558E+11
121;VSM20_A3_AM2_009;;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;NI;x;2,6789E+11
122;VSM20_A3_AM2_010;;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;NI;r;6,6014E+10
123;VSM20_A3_AM2_011;;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;NI;x;5,0381E+11
124;VSM20_A3_AM2_012;;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;NI;r;2,4832E+10
125;VSM20_A3_AM2_013;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ciliate;x;0,0000E+00
126;VSM20_A3_AM2_014;;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;Podolompas_sp;r;2,7196E+11
127;VSM20_A3_AM2_015;;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;Prymnesiophyceae;x;0,0000E+00
128;VSM20_A3_AM2_016;;1;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;Protoperidinium_sp;r;2,1584E+11
129;VSM20_A3_AM2_017;;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;Protoperidinium_sp;x;2,3874E+11
130;VSM20_A3_AM2_018;;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;NI;h,p,r;9,4895E+10
131;VSM20_A3_AM2_019;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Colony;x;0,0000E+00
132;VSM20_A3_AM2_020;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;NI;r;3,3462E+11
133;VSM20_A3_AM2_021;;1;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;Protoperidinium_sp;p;5,9992E+11
134;VSM20_A3_AM2_022;;0;1;1;0;;0;2;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;r;1,5261E+11
135;VSM20_A3_AM2_023;;0;1;1;0;0;0;16;0;1;0;0;1;0;0;0;0;Prorocentrum_sp;x;3,3690E+11
136;VSM20_A3_AM2_024;;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;NI;x;1,8977E+11
137;VSM20_A3_AM2_025;;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;Corythodinium_sp;j;3,8758E+11
138;VSM20_A5_AM2_001;;1;1;1;2;0;0;0;0;0;1;0;1;0;0;0;1;Triadinium_sphaericum_sp;d,f,r;2,4743E+11
139;VSM20_A5_AM2_002;;1;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;NI;p,r;6,9151E+10
140;VSM20_A5_AM2_003;;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NI;p,r;1,1464E+11
141;VSM20_A5_AM2_004;;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NI;r;1,2053E+11
142;VSM20_A5_AM2_005;;1;1;1;2;0;0;0;0;0;0;1;1;0;0;0;0;NI;a;9,7292E+10
143;VSM20_A5_AM2_006;;0;1;1;6;1;1;0;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;2,3054E+11
144;VSM20_A5_AM2_007;;1;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;NI;r;2,1196E+11
145;VSM20_A5_AM2_008;;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;Prorocentrum_sp;a,b;2,3911E+11
146;VSM20_A5_AM2_009;;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;NI;l,u;5,4613E+11
147;VSM20_A5_AM2_010;;0;1;1;1;0;0;2;0;0;0;0;1;0;0;0;1;NI;g,h,r;4,8955E+11
148;VSM20_A5_AM2_011;;1;1;0;0;0;0;9;0;0;0;0;1;0;1;0;0;NI;p;4,8183E+11
149;VSM20_A5_AM2_012;;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NI;x;1,7419E+11
150;VSM20_A5_AM2_013;;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;NI;r;2,9639E+11
151;VSM20_A5_AM2_014;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;x;6,2584E+10
152;VSM20_A5_AM2_015;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;a,r,v;8,8401E+10
153;VSM20_A5_AM2_016;;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NI;p,g,h;2,3098E+11
154;VSM20_A5_AM2_017;;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;Protoperidinium_sp;x;1,7681E+11
155;VSM20_A5_AM2_018;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Oxytoxum_sp;j,r;2,8005E+10
156;VSM20_A5_AM2_019;;1;1;1;6;1;1;0;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;2,2008E+11
157;VSM20_A5_AM2_020;;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;NI;l,u;4,3278E+11
158;VSM20_A5_AM2_021;;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;Triadinium_sphaericum_sp;r;2,5515E+11
159;VSM20_A5_AM2_022;;0;1;0;0;0;0;4;1;0;0;0;0;1;0;0;0;NI;x;1,1012E+11
160;VSM20_A5_AM2_023;;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;NI;r;8,9543E+10
161;VSM20_A5_AM2_024;;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;1,3454E+11
162;VSM20_A5_AM2_025;;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;Protoperidinium_sp;x;2,7097E+11
163;VSM20_A5_AM2_026;;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;Protoperidinium_sp;x;2,4408E+11
164;VSM20_A5_AM2_027;;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;Oxytoxum_sp;j,r;3,1968E+10
165;VSM20_A5_AM2_028;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;r;3,0276E+10
166;VSM20_A5_AM2_029;;1;1;0;0;0;0;8;0;0;0;0;0;1;1;0;0;NI;x;1,3676E+11
167;VSM20_A5_AM2_030;;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;NI;r;9,6695E+10
168;VSM20_A5_AM2_031;;1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;NI;r;9,1929E+10
169;VSM20_A5_AM2_032;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0,0000E+00
170;VSM20_A5_AM2_033;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NI;l;1,9183E+11
171;VSM20_A5_AM2_034;;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;NI;g,h;2,5718E+11
172;VSM20_A5_AM2_035;;1;0;0;0;0;0;16;0;0;0;0;1;0;0;0;0;NI;x;2,4675E+11
173;VSM20_A5_AM2_036;;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;x;5,1530E+10
174;VSM20_A5_AM2_037;;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;Protoperidinium_sp;x;4,4340E+11
175;VSM20_A5_AM2_038;;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;Protoperidinium_sp;p;4,4254E+11
176;VSM20_A5_AM2_039;;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;NI;x;4,9189E+10
177;VSM20_A5_AM2_040;;1;1;1;3;1;0;33;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;b;4,3919E+11
178;VSM20_A5_AM2_041;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NI;g;9,9589E+10
179;VSM20_A5_AM2_042;;0;1;1;0;1;0;4;0;0;0;0;1;0;0;0;0;NI;l;5,4650E+11
180;VSM20_A5_AM2_043;;1;1;0;0;0;0;6;1;0;0;0;0;0;0;0;0;NI;unknown;2,0266E+11
181;VSM20_A5_AM2_044;;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;NI;x;1,0589E+11
182;VSM20_A5_AM2_045;;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;a;1,6244E+11
183;VSM20_A5_AM2_046;;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;NI;x;2,2914E+11
184;VSM20_A5_AM2_047;;1;1;1;1;0;0;2;0;0;0;0;1;0;0;0;0;NI;r;7,8819E+10
185;VSM20_A5_AM2_048;;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;NI;x;2,5289E+11
186;VSM20_A5_AM2_049;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sclerocyte;x;0,0000E+00
187;VSM20_A5_AM2_050;;1;1;1;0;0;0;2;1;0;1;0;0;0;0;0;0;NI;x;2,9550E+10
