0_ID;imagePath;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x;y;z;20_Area(nm^2)
VSM21-A4-PM2-021;images/VSM-A4-021.png;1282;1;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;Proroventrum;a,b,r;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;496862899050
VSM21-A4-PM2-022;images/VSM-A4-022.png;1039;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Dinophysis;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;122641167767
VSM21-A4-PM2-023;images/VSM-A4-023.png;40;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;176819800518
VSM21-A4-PM2-024;images/VSM-A4-024.png;945;0;1;1;4;0;0;1;0;0;0;0;0;0;0;0;0;x;b;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137349284173
VSM21-A4-PM2-025;images/VSM-A4-025.png;52;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;77260614577
VSM21-A4-PM2-026;images/VSM-A4-026.png;731;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;106357859525
VSM21-A4-PM2-027;images/VSM-A4-027.png;738;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;Prorocentrum;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129257821806
VSM21-A4-PM2-028;images/VSM-A4-028.png;1150;1;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;Pseudalatosphaera_corsica_sp;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;348566121505
VSM21-A4-PM2-029;images/VSM-A4-029.png;1295;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;x;i,r;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;228342365895
VSM21-A4-PM2-030;images/VSM-A4-030.png;1665;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;Pseudalatosphaera_corsica_sp;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;346525518291
VSM21-A4-PM2-031;images/VSM-A4-031.png;973;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;Cyst;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;119514031630
VSM21-A4-PM2-032;images/VSM-A4-032.png;1185;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;Cyst;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;112619845397
VSM21-A4-PM2-033;images/VSM-A4-033.png;1764;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Prorocentrum;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212726629324
VSM21-A4-PM2-034;images/VSM-A4-034.png;513;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14450084500
VSM21-A4-PM2-035;images/VSM-A4-035.png;50;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;164837960388
VSM21-A4-PM2-036;images/VSM-A4-036.png;47;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;x;m;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35297932161
VSM21-A4-PM2-037;images/VSM-A4-037.png;221;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;Flagelate;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;79166089388
VSM21-A4-PM2-038;images/VSM-A4-038.png;1481;0;1;1;4;0;0;1;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;375281533474
VSM21-A4-PM2-039;images/VSM-A4-039.png;1272;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;118095325254
VSM21-A4-PM2-040;images/VSM-A4-040.png;2049;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;78920178447
VSM21-A4-PM2-041;images/VSM-A4-041.png;325;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Flagelate;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;146248449498
VSM21-A4-PM2-042;images/VSM-A4-042.png;73;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;Diatom(?);x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;41159712675
VSM21-A4-PM2-043;images/VSM-A4-043.png;388;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;93526551776
VSM21-A4-PM2-044;images/VSM-A4-044.png;186;1;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;68643088249
VSM21-A4-PM2-045;images/VSM-A4-045.png;47;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;20632560769
VSM21-A4-PM2-046;images/VSM-A4-046.png;97;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;Prorocentrum;b;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254056352941
VSM21-A4-PM2-047;images/VSM-A4-047.png;47;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;105667192007
VSM21-A4-PM2-048;images/VSM-A4-048.png;1599;1;1;1;6;0;0;1;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;93201417753
VSM21-A4-PM2-049;images/VSM-A4-049.png;732;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;x;i;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43124929943
VSM21-A4-PM2-050;images/VSM-A4-050.png;303;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;92163520381
VSM21-A4-PM2-051;images/VSM-A4-051.png;26;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;32297036655
VSM21-A4-PM2-052;images/VSM-A4-052.png;21;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;335501051871
VSM21-A4-PM2-053;images/VSM-A4-053.png;213;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;70278331535
VSM21-A4-PM2-054;images/VSM-A4-054.png;40;1;1;1;5;0;1;1;1;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;112693149852
VSM21-A4-PM2-055;images/VSM-A4-055.png;1714;1;1;1;4;0;0;1;0;1;0;0;0;0;0;0;0;Cyst;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;175422555133
VSM21-A4-PM2-056;images/VSM-A4-056.png;37;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;x;d;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217587757399
VSM21-A4-PM2-057;images/VSM-A4-057.png;202;0;1;1;6;0;0;1;0;0;0;0;0;0;0;0;0;x;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51132933211
VSM21-A4-PM2-058;images/VSM-A4-058.png;211;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14221036169
VSM21-A4-PM2-059;images/VSM-A4-059.png;1862;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;Dinophysis;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;316604255538
VSM21-A4-PM2-060;images/VSM-A4-060.png;120;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;66570467708
VSM21-A4-PM2-061;images/VSM-A4-061.png;120;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;64758800464
VSM21-A4-PM2-062;images/VSM-A4-062.png;2284;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;Prorocentrum;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;44230362022
VSM21-A4-PM2-063;images/VSM-A4-063.png;1707;0;1;1;2;0;0;1;0;1;0;0;0;0;0;0;0;prorocentrum;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204120681819
VSM21-A4-PM2-064;images/VSM-A4-064.png;819;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Oxytoxum;j;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387207479519
VSM21-A4-PM2-065;images/VSM-A4-065.png;1450;0;1;1;6;0;0;1;1;0;0;0;0;0;0;0;0;Cyst;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;72875105896
VSM21-A4-PM2-066;images/VSM-A4-066.png;47;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8194138043
VSM21-A4-PM2-067;images/VSM-A4-067.png;321;1;1;1;16;0;0;1;0;0;0;0;0;0;0;0;0;x;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285616426449
VSM21-A4-PM2-068;images/VSM-A4-068.png;68;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;89374490368
