0_ID;imagePath;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x;y;z;20_Area(nm^2)
VSM21-A6-AM3-011;images/VSM-A6-011.png;1211;1;1;1;9;0;0;0;1;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;66444707421
VSM21-A6-AM3-012;images/VSM-A6-012.png;417;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;535940533179
VSM21-A6-AM3-013;images/VSM-A6-013.png;1494;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;131588586614
VSM21-A6-AM3-014;images/VSM-A6-014.png;101;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18970696303
VSM21-A6-AM3-015;images/VSM-A6-015.png;127;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;59016142498
VSM21-A6-AM3-016;images/VSM-A6-016.png;1092;0;1;1;24;0;0;0;1;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;209078777620
VSM21-A6-AM3-017;images/VSM-A6-017.png;61;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;45170294463
VSM21-A6-AM3-018;images/VSM-A6-018.png;88;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;x;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109629273077
VSM21-A6-AM3-019;images/VSM-A6-019.png;568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;85386526892
VSM21-A6-AM3-020;images/VSM-A6-020.png;185;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;176874863130
VSM21-A6-AM3-021;images/VSM-A6-021.png;139;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20743815223
VSM21-A6-AM3-022;images/VSM-A6-022.png;695;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;518008020770
VSM21-A6-AM3-023;images/VSM-A6-023.png;1301;1;1;0;0;1;0;0;0;1;1;0;0;1;1;0;0;Pseudalatosphaera_corsica_sp;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;530641039070
VSM21-A6-AM3-024;images/VSM-A6-024.png;1327;1;1;1;6;0;0;0;1;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;84266897973
VSM21-A6-AM3-025;images/VSM-A6-025.png;554;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;360689385075
VSM21-A6-AM3-026;images/VSM-A6-026.png;476;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Diatom;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;523778589262
VSM21-A6-AM3-027;images/VSM-A6-027.png;994;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;Pseudalatosphaera_corsica_sp;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;187150554431
VSM21-A6-AM3-028;images/VSM-A6-028.png;1861;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;40857739108
VSM21-A6-AM3-029;images/VSM-A6-029.png;2081;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;Prorocentrum;a,b,r;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;309875931309
VSM21-A6-AM3-030;images/VSM-A6-030.png;74;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;226958109467
VSM21-A6-AM3-031;images/VSM-A6-031.png;472;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;158996800964
VSM21-A6-AM3-032;images/VSM-A6-032.png;961;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;40817558739
VSM21-A6-AM3-033;images/VSM-A6-033.png;541;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;Prorocentrum;b;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65456709663
VSM21-A6-AM3-034;images/VSM-A6-034.png;1024;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;x;i;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356821344722
VSM21-A6-AM3-035;images/VSM-A6-035.png;925;1;1;1;7;1;0;0;1;0;0;0;0;1;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;248906125085
VSM21-A6-AM3-036;images/VSM-A6-036.png;1971;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Prorocentrum;a,b,r;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;231427557592
VSM21-A6-AM3-037;images/VSM-A6-037.png;66;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;x;g,r;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;334636252564
VSM21-A6-AM3-038;images/VSM-A6-038.png;791;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;397649178893
VSM21-A6-AM3-039;images/VSM-A6-039.png;214;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;226115748694
VSM21-A6-AM3-040;images/VSM-A6-040.png;187;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;x;j,r;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;43521418953
VSM21-A6-AM3-041;images/VSM-A6-041.png;1087;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;474270913234
VSM21-A6-AM3-042;images/VSM-A6-042.png;1686;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;162381053264
VSM21-A6-AM3-043;images/VSM-A6-043.png;732;1;1;1;8;1;0;1;0;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;150519978965
VSM21-A6-AM3-044;images/VSM-A6-044.png;1193;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;Cyst;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;67388395535
VSM21-A6-AM3-045;images/VSM-A6-045.png;199;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;x;h;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132970073338
VSM21-A6-AM3-046;images/VSM-A6-046.png;203;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;x;h,p;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;205938349152
VSM21-A6-AM3-047;images/VSM-A6-047.png;254;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;x;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43018507020
VSM21-A6-AM3-048;images/VSM-A6-048.png;33;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17012397677
VSM21-A6-AM3-049;images/VSM-A6-049.png;71;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;92946835337
VSM21-A6-AM3-050;images/VSM-A6-050.png;992;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;Pseudalatosphaera_corsica_sp;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;469960355100
VSM21-A6-AM3-051;images/VSM-A6-051.png;632;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;x;j,r,a;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;165972477167
VSM21-A6-AM3-052;images/VSM-A6-052.png;164;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;523573912077
VSM21-A6-AM3-053;images/VSM-A6-053.png;1786;0;1;1;21;0;0;0;1;0;0;0;0;0;0;0;0;x;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;116713136273
VSM21-A6-AM3-054;images/VSM-A6-054.png;561;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;279437346297
VSM21-A6-AM3-055;images/VSM-A6-055.png;887;1;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;474194900874
